"Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Education","Education Code","Deaths","Population","Crude Rate","AGE","adjusted_population","Cause"
"12 years",12,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",12,NA,"Diseases of Heart"
"13 years",13,"Female","F","8th grade or less",1,32,"Not Applicable","Not Applicable",13,6294191,"Diseases of Heart"
"13 years",13,"Female","F","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years",13,"Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years",13,"Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years",13,"Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years",13,"Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years",13,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years",13,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years",13,"Male","M","8th grade or less",1,51,"Not Applicable","Not Applicable",13,6608288,"Diseases of Heart"
"13 years",13,"Male","M","9th through 12th grade with no diploma",2,5,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years",13,"Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years",13,"Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years",13,"Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years",13,"Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years",13,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years",13,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"14 years",14,"Female","F","8th grade or less",1,25,"Not Applicable","Not Applicable",14,6411856,"Diseases of Heart"
"14 years",14,"Female","F","9th through 12th grade with no diploma",2,13,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years",14,"Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years",14,"Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years",14,"Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years",14,"Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years",14,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years",14,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years",14,"Male","M","8th grade or less",1,30,"Not Applicable","Not Applicable",14,6732443,"Diseases of Heart"
"14 years",14,"Male","M","9th through 12th grade with no diploma",2,26,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years",14,"Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years",14,"Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years",14,"Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years",14,"Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years",14,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years",14,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"15 years",15,"Female","F","8th grade or less",1,5,"Not Applicable","Not Applicable",15,2326479.89087964,"Diseases of Heart"
"15 years",15,"Female","F","9th through 12th grade with no diploma",2,28,"Not Applicable","Not Applicable",15,3954782.54426662,"Diseases of Heart"
"15 years",15,"Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",15,75469.1697784547,"Diseases of Heart"
"15 years",15,"Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",15,50697.5913047856,"Diseases of Heart"
"15 years",15,"Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",15,11754.2450084653,"Diseases of Heart"
"15 years",15,"Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",15,26641.0054340936,"Diseases of Heart"
"15 years",15,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",15,6946.55332794697,"Diseases of Heart"
"15 years",15,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",15,NA,"Diseases of Heart"
"15 years",15,"Male","M","8th grade or less",1,15,"Not Applicable","Not Applicable",15,2693347.61652574,"Diseases of Heart"
"15 years",15,"Male","M","9th through 12th grade with no diploma",2,69,"Not Applicable","Not Applicable",15,3915634.64104212,"Diseases of Heart"
"15 years",15,"Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",15,90477.8000796589,"Diseases of Heart"
"15 years",15,"Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",15,39183.7571582926,"Diseases of Heart"
"15 years",15,"Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",15,7866.38302439794,"Diseases of Heart"
"15 years",15,"Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",15,15760.2731050291,"Diseases of Heart"
"15 years",15,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",15,2143.78963516777,"Diseases of Heart"
"15 years",15,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",15,7698.73942959352,"Diseases of Heart"
"16 years",16,"Female","F","8th grade or less",1,5,"Not Applicable","Not Applicable",16,333579.787454777,"Diseases of Heart"
"16 years",16,"Female","F","9th through 12th grade with no diploma",2,55,"Not Applicable","Not Applicable",16,5833502.7164366,"Diseases of Heart"
"16 years",16,"Female","F","High school graduate or GED completed",3,5,"Not Applicable","Not Applicable",16,115847.46070527,"Diseases of Heart"
"16 years",16,"Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",16,58308.8637407995,"Diseases of Heart"
"16 years",16,"Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",16,20439.8680515408,"Diseases of Heart"
"16 years",16,"Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",16,22169.7797372477,"Diseases of Heart"
"16 years",16,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",16,8496.13148704078,"Diseases of Heart"
"16 years",16,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",16,2967.39238672339,"Diseases of Heart"
"16 years",16,"Male","M","8th grade or less",1,5,"Not Applicable","Not Applicable",16,413319.470508763,"Diseases of Heart"
"16 years",16,"Male","M","9th through 12th grade with no diploma",2,74,"Not Applicable","Not Applicable",16,6069135.41669681,"Diseases of Heart"
"16 years",16,"Male","M","High school graduate or GED completed",3,5,"Not Applicable","Not Applicable",16,106207.262480441,"Diseases of Heart"
"16 years",16,"Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",16,66270.5402376232,"Diseases of Heart"
"16 years",16,"Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",16,18581.9381343984,"Diseases of Heart"
"16 years",16,"Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",16,28607.6196103848,"Diseases of Heart"
"16 years",16,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",16,1823.65572141089,"Diseases of Heart"
"16 years",16,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",16,2952.09661017288,"Diseases of Heart"
"17 years",17,"Female","F","8th grade or less",1,5,"Not Applicable","Not Applicable",17,111743.447570284,"Diseases of Heart"
"17 years",17,"Female","F","9th through 12th grade with no diploma",2,50,"Not Applicable","Not Applicable",17,5835777.58254699,"Diseases of Heart"
"17 years",17,"Female","F","High school graduate or GED completed",3,10,"Not Applicable","Not Applicable",17,243351.32592715,"Diseases of Heart"
"17 years",17,"Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",17,106029.163505234,"Diseases of Heart"
"17 years",17,"Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",17,10949.3681843331,"Diseases of Heart"
"17 years",17,"Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",17,31891.1558953284,"Diseases of Heart"
"17 years",17,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",17,17105.3451998598,"Diseases of Heart"
"17 years",17,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",17,1434.61117082275,"Diseases of Heart"
"17 years",17,"Male","M","8th grade or less",1,5,"Not Applicable","Not Applicable",17,122947.869481919,"Diseases of Heart"
"17 years",17,"Male","M","9th through 12th grade with no diploma",2,109,"Not Applicable","Not Applicable",17,6121233.56261624,"Diseases of Heart"
"17 years",17,"Male","M","High school graduate or GED completed",3,5,"Not Applicable","Not Applicable",17,271618.506297768,"Diseases of Heart"
"17 years",17,"Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",17,113535.105240999,"Diseases of Heart"
"17 years",17,"Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",17,8501.97267293863,"Diseases of Heart"
"17 years",17,"Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",17,17808.5166577522,"Diseases of Heart"
"17 years",17,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",17,4503.42148617611,"Diseases of Heart"
"17 years",17,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",17,1058.04554621265,"Diseases of Heart"
"18 years",18,"Female","F","8th grade or less",1,5,"Not Applicable","Not Applicable",18,53922.7224251097,"Diseases of Heart"
"18 years",18,"Female","F","9th through 12th grade with no diploma",2,27,"Not Applicable","Not Applicable",18,3636467.54741922,"Diseases of Heart"
"18 years",18,"Female","F","High school graduate or GED completed",3,37,"Not Applicable","Not Applicable",18,1516124.14907483,"Diseases of Heart"
"18 years",18,"Female","F","Some college credit, but not a degree",4,13,"Not Applicable","Not Applicable",18,1035681.22785864,"Diseases of Heart"
"18 years",18,"Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",18,59792.9127318248,"Diseases of Heart"
"18 years",18,"Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",18,27986.9365982997,"Diseases of Heart"
"18 years",18,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",18,6912.23743308725,"Diseases of Heart"
"18 years",18,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",18,2056.266458994,"Diseases of Heart"
"18 years",18,"Male","M","8th grade or less",1,5,"Not Applicable","Not Applicable",18,75174.5042213574,"Diseases of Heart"
"18 years",18,"Male","M","9th through 12th grade with no diploma",2,43,"Not Applicable","Not Applicable",18,3983992.77188018,"Diseases of Heart"
"18 years",18,"Male","M","High school graduate or GED completed",3,67,"Not Applicable","Not Applicable",18,1604276.78012329,"Diseases of Heart"
"18 years",18,"Male","M","Some college credit, but not a degree",4,21,"Not Applicable","Not Applicable",18,933943.92001993,"Diseases of Heart"
"18 years",18,"Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",18,23883.3535392896,"Diseases of Heart"
"18 years",18,"Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",18,11478.1378926779,"Diseases of Heart"
"18 years",18,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",18,5213.53232327166,"Diseases of Heart"
"18 years",18,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",18,NA,"Diseases of Heart"
"19 years",19,"Female","F","8th grade or less",1,5,"Not Applicable","Not Applicable",19,68087.8655086088,"Diseases of Heart"
"19 years",19,"Female","F","9th through 12th grade with no diploma",2,12,"Not Applicable","Not Applicable",19,771046.058986035,"Diseases of Heart"
"19 years",19,"Female","F","High school graduate or GED completed",3,44,"Not Applicable","Not Applicable",19,2439300.61637368,"Diseases of Heart"
"19 years",19,"Female","F","Some college credit, but not a degree",4,39,"Not Applicable","Not Applicable",19,2777240.49777456,"Diseases of Heart"
"19 years",19,"Female","F","Associate degree (AA,AS)",5,5,"Not Applicable","Not Applicable",19,215124.735183494,"Diseases of Heart"
"19 years",19,"Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",19,49763.1723405781,"Diseases of Heart"
"19 years",19,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",19,7806.33188880533,"Diseases of Heart"
"19 years",19,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",19,605.721944232804,"Diseases of Heart"
"19 years",19,"Male","M","8th grade or less",1,5,"Not Applicable","Not Applicable",19,96343.0577154809,"Diseases of Heart"
"19 years",19,"Male","M","9th through 12th grade with no diploma",2,28,"Not Applicable","Not Applicable",19,1006768.15298058,"Diseases of Heart"
"19 years",19,"Male","M","High school graduate or GED completed",3,71,"Not Applicable","Not Applicable",19,3030656.07119166,"Diseases of Heart"
"19 years",19,"Male","M","Some college credit, but not a degree",4,36,"Not Applicable","Not Applicable",19,2297141.35228625,"Diseases of Heart"
"19 years",19,"Male","M","Associate degree (AA,AS)",5,5,"Not Applicable","Not Applicable",19,123659.17835161,"Diseases of Heart"
"19 years",19,"Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",19,61372.0410585534,"Diseases of Heart"
"19 years",19,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",19,4619.03442886923,"Diseases of Heart"
"19 years",19,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",19,2914.11198700265,"Diseases of Heart"
"20 years",20,"Female","F","8th grade or less",1,5,"Not Applicable","Not Applicable",20,60730.5187376325,"Diseases of Heart"
"20 years",20,"Female","F","9th through 12th grade with no diploma",2,11,"Not Applicable","Not Applicable",20,360152.036488644,"Diseases of Heart"
"20 years",20,"Female","F","High school graduate or GED completed",3,43,"Not Applicable","Not Applicable",20,2038518.95325122,"Diseases of Heart"
"20 years",20,"Female","F","Some college credit, but not a degree",4,25,"Not Applicable","Not Applicable",20,3463324.24367478,"Diseases of Heart"
"20 years",20,"Female","F","Associate degree (AA,AS)",5,5,"Not Applicable","Not Applicable",20,382555.635718766,"Diseases of Heart"
"20 years",20,"Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",20,124045.913165546,"Diseases of Heart"
"20 years",20,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",20,1959.69896341093,"Diseases of Heart"
"20 years",20,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",20,NA,"Diseases of Heart"
"20 years",20,"Male","M","8th grade or less",1,5,"Not Applicable","Not Applicable",20,103518.264269862,"Diseases of Heart"
"20 years",20,"Male","M","9th through 12th grade with no diploma",2,22,"Not Applicable","Not Applicable",20,581189.606216513,"Diseases of Heart"
"20 years",20,"Male","M","High school graduate or GED completed",3,64,"Not Applicable","Not Applicable",20,3002825.19150584,"Diseases of Heart"
"20 years",20,"Male","M","Some college credit, but not a degree",4,51,"Not Applicable","Not Applicable",20,2702888.94537904,"Diseases of Heart"
"20 years",20,"Male","M","Associate degree (AA,AS)",5,10,"Not Applicable","Not Applicable",20,241093.362768591,"Diseases of Heart"
"20 years",20,"Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",20,60542.521449236,"Diseases of Heart"
"20 years",20,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",20,5232.10841091307,"Diseases of Heart"
"20 years",20,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",20,NA,"Diseases of Heart"
"21 years",21,"Female","F","8th grade or less",1,5,"Not Applicable","Not Applicable",21,77169.919794714,"Diseases of Heart"
