"Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Education","Education Code","Deaths","Population","Crude Rate","AGE","population","Cause"
"13 years","13","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years","13","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years","13","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years","13","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years","13","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years","13","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years","13","Male","M","8th grade or less",1,51,"Not Applicable","Not Applicable",13,6643584.1768,"Diseases of Heart"
"13 years","13","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years","13","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years","13","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years","13","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years","13","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"13 years","13","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",13,NA,"Diseases of Heart"
"14 years","14","Female","F","8th grade or less",1,25,"Not Applicable","Not Applicable",14,6413969.449,"Diseases of Heart"
"14 years","14","Female","F","9th through 12th grade with no diploma",2,13,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years","14","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years","14","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years","14","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years","14","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years","14","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years","14","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years","14","Male","M","8th grade or less",1,30,"Not Applicable","Not Applicable",14,6771346.2587,"Diseases of Heart"
"14 years","14","Male","M","9th through 12th grade with no diploma",2,26,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years","14","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years","14","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years","14","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years","14","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years","14","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"14 years","14","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",14,NA,"Diseases of Heart"
"15 years","15","Female","F","9th through 12th grade with no diploma",2,28,"Not Applicable","Not Applicable",15,3933016.6176,"Diseases of Heart"
"15 years","15","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",15,75053.8103,"Diseases of Heart"
"15 years","15","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",15,50418.5671,"Diseases of Heart"
"15 years","15","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",15,11689.5532,"Diseases of Heart"
"15 years","15","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",15,26494.3814,"Diseases of Heart"
"15 years","15","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",15,6908.3216,"Diseases of Heart"
"15 years","15","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",15,NA,"Diseases of Heart"
"15 years","15","Male","M","8th grade or less",1,15,"Not Applicable","Not Applicable",15,2648144.6437,"Diseases of Heart"
"15 years","15","Male","M","9th through 12th grade with no diploma",2,69,"Not Applicable","Not Applicable",15,3849917.7892,"Diseases of Heart"
"15 years","15","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",15,88959.2937,"Diseases of Heart"
"15 years","15","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",15,38526.1286,"Diseases of Heart"
"15 years","15","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",15,7734.36,"Diseases of Heart"
"15 years","15","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",15,15495.7654,"Diseases of Heart"
"15 years","15","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",15,2107.81,"Diseases of Heart"
"15 years","15","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",15,7569.53,"Diseases of Heart"
"16 years","16","Female","F","9th through 12th grade with no diploma",2,55,"Not Applicable","Not Applicable",16,6131189.4657,"Diseases of Heart"
"16 years","16","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",16,61284.3961,"Diseases of Heart"
"16 years","16","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",16,21482.9254,"Diseases of Heart"
"16 years","16","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",16,23301.1154,"Diseases of Heart"
"16 years","16","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",16,8929.6936,"Diseases of Heart"
"16 years","16","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",16,3118.82,"Diseases of Heart"
"16 years","16","Male","M","9th through 12th grade with no diploma",2,74,"Not Applicable","Not Applicable",16,6101584.0601,"Diseases of Heart"
"16 years","16","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",16,66624.8558,"Diseases of Heart"
"16 years","16","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",16,18681.2865,"Diseases of Heart"
"16 years","16","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",16,28760.5703,"Diseases of Heart"
"16 years","16","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",16,1833.4059,"Diseases of Heart"
"16 years","16","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",16,2967.88,"Diseases of Heart"
"17 years","17","Female","F","9th through 12th grade with no diploma",2,50,"Not Applicable","Not Applicable",17,6147288.4809,"Diseases of Heart"
"17 years","17","Female","F","High school graduate or GED completed",3,10,"Not Applicable","Not Applicable",17,256341.2984,"Diseases of Heart"
"17 years","17","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",17,111688.9474,"Diseases of Heart"
"17 years","17","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",17,11533.84,"Diseases of Heart"
"17 years","17","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",17,33593.4899,"Diseases of Heart"
"17 years","17","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",17,18018.42,"Diseases of Heart"
"17 years","17","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",17,1511.19,"Diseases of Heart"
"17 years","17","Male","M","9th through 12th grade with no diploma",2,109,"Not Applicable","Not Applicable",17,6335461.4619,"Diseases of Heart"
"17 years","17","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",17,117508.5506,"Diseases of Heart"
"17 years","17","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",17,8799.5205,"Diseases of Heart"
"17 years","17","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",17,18431.7703,"Diseases of Heart"
"17 years","17","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",17,4661.03,"Diseases of Heart"
"17 years","17","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",17,1095.0745,"Diseases of Heart"
"18 years","18","Female","F","9th through 12th grade with no diploma",2,27,"Not Applicable","Not Applicable",18,3555866.4593,"Diseases of Heart"
"18 years","18","Female","F","High school graduate or GED completed",3,37,"Not Applicable","Not Applicable",18,1482519.7639,"Diseases of Heart"
"18 years","18","Female","F","Some college credit, but not a degree",4,13,"Not Applicable","Not Applicable",18,1012725.6995,"Diseases of Heart"
"18 years","18","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",18,58467.6228,"Diseases of Heart"
"18 years","18","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",18,27366.6155,"Diseases of Heart"
"18 years","18","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",18,6759.03,"Diseases of Heart"
"18 years","18","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",18,2010.69,"Diseases of Heart"
"18 years","18","Male","M","9th through 12th grade with no diploma",2,43,"Not Applicable","Not Applicable",18,3859597.9647,"Diseases of Heart"
"18 years","18","Male","M","High school graduate or GED completed",3,67,"Not Applicable","Not Applicable",18,1554185.3989,"Diseases of Heart"
"18 years","18","Male","M","Some college credit, but not a degree",4,21,"Not Applicable","Not Applicable",18,904782.7793,"Diseases of Heart"
"18 years","18","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",18,23137.628,"Diseases of Heart"
"18 years","18","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",18,11119.7485,"Diseases of Heart"
"18 years","18","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",18,5050.7468,"Diseases of Heart"
"18 years","18","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",18,NA,"Diseases of Heart"
"19 years","19","Female","F","9th through 12th grade with no diploma",2,12,"Not Applicable","Not Applicable",19,682638.0883,"Diseases of Heart"
"19 years","19","Female","F","High school graduate or GED completed",3,44,"Not Applicable","Not Applicable",19,2159610.9469,"Diseases of Heart"
"19 years","19","Female","F","Some college credit, but not a degree",4,39,"Not Applicable","Not Applicable",19,2458802.7162,"Diseases of Heart"
"19 years","19","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",19,44057.338,"Diseases of Heart"
"19 years","19","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",19,6911.2596,"Diseases of Heart"
"19 years","19","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",19,536.27,"Diseases of Heart"
"19 years","19","Male","M","9th through 12th grade with no diploma",2,28,"Not Applicable","Not Applicable",19,904266.7914,"Diseases of Heart"
"19 years","19","Male","M","High school graduate or GED completed",3,71,"Not Applicable","Not Applicable",19,2722098.0652,"Diseases of Heart"
"19 years","19","Male","M","Some college credit, but not a degree",4,36,"Not Applicable","Not Applicable",19,2063264.1526,"Diseases of Heart"
"19 years","19","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",19,55123.6136,"Diseases of Heart"
"19 years","19","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",19,4148.76,"Diseases of Heart"
"19 years","19","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",19,2617.4196,"Diseases of Heart"
"20 years","20","Female","F","9th through 12th grade with no diploma",2,11,"Not Applicable","Not Applicable",20,348994.3813,"Diseases of Heart"
"20 years","20","Female","F","High school graduate or GED completed",3,43,"Not Applicable","Not Applicable",20,1975364.8148,"Diseases of Heart"
"20 years","20","Female","F","Some college credit, but not a degree",4,25,"Not Applicable","Not Applicable",20,3356029.0633,"Diseases of Heart"
"20 years","20","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",20,120202.9208,"Diseases of Heart"
"20 years","20","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",20,1898.9867,"Diseases of Heart"
"20 years","20","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",20,NA,"Diseases of Heart"
"20 years","20","Male","M","9th through 12th grade with no diploma",2,22,"Not Applicable","Not Applicable",20,572681.0966,"Diseases of Heart"
"20 years","20","Male","M","High school graduate or GED completed",3,64,"Not Applicable","Not Applicable",20,2958864.3795,"Diseases of Heart"
"20 years","20","Male","M","Some college credit, but not a degree",4,51,"Not Applicable","Not Applicable",20,2663319.1452,"Diseases of Heart"
"20 years","20","Male","M","Associate degree (AA,AS)",5,10,"Not Applicable","Not Applicable",20,237563.8,"Diseases of Heart"
"20 years","20","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",20,59656.19,"Diseases of Heart"
"20 years","20","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",20,5155.5113,"Diseases of Heart"
"20 years","20","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",20,NA,"Diseases of Heart"
"21 years","21","Female","F","High school graduate or GED completed",3,58,"Not Applicable","Not Applicable",21,1969562.6349,"Diseases of Heart"
"21 years","21","Female","F","Some college credit, but not a degree",4,30,"Not Applicable","Not Applicable",21,3127312.5825,"Diseases of Heart"
"21 years","21","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",21,13994.7119,"Diseases of Heart"
"21 years","21","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",21,2880.57,"Diseases of Heart"
"21 years","21","Male","M","9th through 12th grade with no diploma",2,18,"Not Applicable","Not Applicable",21,340525.2071,"Diseases of Heart"
"21 years","21","Male","M","High school graduate or GED completed",3,109,"Not Applicable","Not Applicable",21,2635497.0459,"Diseases of Heart"
"21 years","21","Male","M","Some college credit, but not a degree",4,52,"Not Applicable","Not Applicable",21,2562356.9494,"Diseases of Heart"
"21 years","21","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",21,185744.0695,"Diseases of Heart"
"21 years","21","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",21,NA,"Diseases of Heart"
"22 years","22","Female","F","9th through 12th grade with no diploma",2,10,"Not Applicable","Not Applicable",22,287244.525,"Diseases of Heart"
"22 years","22","Female","F","High school graduate or GED completed",3,58,"Not Applicable","Not Applicable",22,1869879.5016,"Diseases of Heart"
"22 years","22","Female","F","Some college credit, but not a degree",4,21,"Not Applicable","Not Applicable",22,2215496.0863,"Diseases of Heart"
"22 years","22","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",22,44449.8284,"Diseases of Heart"
"22 years","22","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",22,9952.1838,"Diseases of Heart"
"22 years","22","Male","M","9th through 12th grade with no diploma",2,32,"Not Applicable","Not Applicable",22,380372.5742,"Diseases of Heart"
