"Ten-Year Age Groups","Sex","Education","Deaths","adjusted_population","Cause"
"75-84 years","Female","Bachelor’s degree (BA, AB, BS)",55894,4611071.821562,"Others"
"75-84 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",28648,2566418.42210808,"Others"
"75-84 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",5270,788994.54493556,"Others"
"75-84 years","Male","8th grade or less",39375,1221045.72436518,"Others"
"75-84 years","Male","9th through 12th grade with no diploma",39669,1408094.21497689,"Others"
"75-84 years","Male","High school graduate or GED completed",194441,6622366.07663903,"Others"
"75-84 years","Male","Some college credit, but not a degree",67622,3350380.84915807,"Others"
"75-84 years","Male","Associate degree (AA,AS)",31728,1734172.30368707,"Others"
"75-84 years","Male","Bachelor’s degree (BA, AB, BS)",71671,4497166.69728814,"Others"
"75-84 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",36393,2623804.12136077,"Others"
"75-84 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",19686,1608828.01252484,"Others"
"85+ years","Female","8th grade or less",88904,1158959.04981759,"Others"
"85+ years","Female","9th through 12th grade with no diploma",67485,851019.241694978,"Others"
"85+ years","Female","High school graduate or GED completed",390761,5068371.43609068,"Others"
"85+ years","Female","Some college credit, but not a degree",83725,1524909.64468739,"Others"
"85+ years","Female","Associate degree (AA,AS)",48663,813664.659639271,"Others"
"85+ years","Female","Bachelor’s degree (BA, AB, BS)",83416,1563294.71095639,"Others"
"85+ years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",36070,771485.97123678,"Others"
"85+ years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",6873,161168.285876917,"Others"
"85+ years","Male","8th grade or less",50689,575226.758177157,"Others"
"85+ years","Male","9th through 12th grade with no diploma",32694,477700.208441055,"Others"
"85+ years","Male","High school graduate or GED completed",167317,2077834.21506853,"Others"
"85+ years","Male","Some college credit, but not a degree",50377,839353.613228105,"Others"
"85+ years","Male","Associate degree (AA,AS)",22488,424853.409945861,"Others"
"85+ years","Male","Bachelor’s degree (BA, AB, BS)",74589,1240142.0354069,"Others"
"85+ years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",36188,652963.748738737,"Others"
"85+ years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",25430,455657.010993651,"Others"
